point_id,city,n_headings,sidewalk_frac_mean,crosswalk_frac_mean,vegetation_frac_mean,sky_frac_mean,building_frac_mean,sidewalk_frac_max,crosswalk_frac_max,vegetation_frac_max,building_frac_max,sidewalk_width_px,street_mask_coverage_mean,naip_vegetation_frac,naip_building_frac,naip_road_frac,naip_water_frac,naip_mask_coverage,naip_n_masks,naip_missing,naip_unclassified,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m,lat,lon,ca_sidewalk,ca_crosswalk,ca_tree_canopy,ca_transit_stop,agree_sidewalk,agree_crosswalk,agree_tree_canopy,agree_transit_stop,agreement_score,agreement_tier,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D,LPA_CrudePrev,OBESITY_CrudePrev,overture_sidewalk_present,overture_intersection_count_200m,overture_building_footprint_frac_100m,overture_crosswalk_present
2548,dc,4.0,0.404962,0.091619,0.000876,0.00687,0.165752,0.9925,0.33647,0.003415,0.51771,708.0,0.704406,0.076816,0.190975,0.111643,0.049473,0.508626,43.0,0.0,0.0,6,33.188,31,109.562,38.9199248,-76.9730675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,disagreement,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,5.0,0.5777,1
2549,dc,4.0,0.057042,0.338407,0.043525,0.006356,0.201567,0.093986,0.745608,0.168397,0.51771,105.67,0.654464,0.084896,0.219814,0.159421,0.063207,0.639171,49.0,0.0,0.0,6,33.188,32,111.562,38.9199997,-76.9731142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,4.0,0.5519,1
255,dc,4.0,0.001312,0.194899,0.008255,0.576098,0.01528,0.00525,0.263995,0.011641,0.025642,63.5,0.838233,0.108839,0.123285,0.038516,0.019452,0.340692,45.0,0.0,0.0,7,26.375,27,107.0,38.9848383,-76.9808128,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.333333333333332,14.0,16.0,12.0,19.0,12.141818142319982,40.33599495477922,0.843388792441399,18.762710568433185,75.8524538073006,12.567263419704888,171.66,42.0,735.072233481,49.4,48.6,0.0,68.0,0.1126,0
2550,dc,4.0,0.020069,0.491687,0.025627,0.235653,0.025125,0.034457,0.763647,0.04777,0.060712,65.38,0.829956,0.028154,0.031284,0.042836,0.043079,0.306721,44.0,0.0,0.0,6,33.188,24,97.625,38.920012,-76.9702271,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,13.166666666666666,13.0,6.0,12.0,18.0,2.023813919611744,5.431600867815919,0.4626780502952486,19.117561169804976,73.62684336377389,15.053405426124728,280.29,42.67,75.3828919842,22.7,31.0,1.0,64.0,0.0791,1
2551,dc,4.0,0.025196,0.549869,0.025679,0.224037,0.021604,0.083833,0.608795,0.090275,0.071302,83.38,0.837786,0.045072,0.046813,0.119525,0.032393,0.323305,47.0,0.0,0.0,6,33.188,24,97.625,38.9200133,-76.9703443,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,13.166666666666666,13.0,6.0,12.0,18.0,2.023813919611744,5.431600867815919,0.4626780502952486,19.117561169804976,73.62684336377389,15.053405426124728,280.29,42.67,75.3828919842,22.7,31.0,1.0,64.0,0.0706,1
2552,dc,4.0,0.03791,0.163712,0.05052,0.32458,0.000782,0.054636,0.337049,0.129068,0.003129,198.0,0.731095,0.210778,0.0,0.219129,0.064975,0.501547,58.0,0.0,0.0,6,14.812,38,147.938,38.9201893,-76.9791689,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,57.0,0.1156,1
2553,dc,4.0,0.232189,0.086162,0.033144,0.0,0.040264,0.758908,0.177842,0.064926,0.102179,349.25,0.823572,0.199614,0.073371,0.017612,0.098567,0.409689,52.0,0.0,0.0,2,5.875,39,166.125,38.9203943,-76.9858854,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.166666666666666,19.0,16.0,10.0,18.0,3.5172331359653515,7.921670385410942,0.822060101475665,13.72338577583401,52.58632020789618,8.16865590459283,262.86,136.0,249.389390392,20.0,30.2,1.0,34.0,0.2831,0
2554,dc,4.0,0.049303,0.157617,0.04587,0.208406,0.059296,0.087922,0.287294,0.10288,0.119164,468.33,0.677185,0.096114,0.273084,0.124981,0.043151,0.530007,50.0,0.0,0.0,9,58.062,35,189.375,38.9204705,-76.9898095,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.166666666666666,19.0,16.0,10.0,18.0,3.5172331359653515,7.921670385410942,0.822060101475665,13.72338577583401,52.58632020789618,8.16865590459283,262.86,136.0,249.389390392,20.0,30.2,1.0,25.0,0.3203,0
2555,dc,4.0,0.300602,0.080713,0.023389,0.047354,0.043342,0.987597,0.158329,0.045013,0.117395,417.62,0.920763,0.216225,0.106088,0.04895,0.114619,0.436734,57.0,0.0,0.0,4,13.75,42,175.5,38.9206936,-76.9858331,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.166666666666666,19.0,16.0,10.0,18.0,3.5172331359653515,7.921670385410942,0.822060101475665,13.72338577583401,52.58632020789618,8.16865590459283,262.86,136.0,249.389390392,20.0,30.2,1.0,37.0,0.2679,0
2556,dc,4.0,0.0811,0.36516,0.016446,0.120906,0.049644,0.203317,0.778497,0.025064,0.06883,174.62,0.816478,0.087213,0.139166,0.175554,0.100217,0.532551,54.0,0.0,0.0,12,71.562,37,194.875,38.9208162,-76.9890659,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.166666666666666,19.0,16.0,10.0,18.0,3.5172331359653515,7.921670385410942,0.822060101475665,13.72338577583401,52.58632020789618,8.16865590459283,262.86,136.0,249.389390392,20.0,30.2,1.0,29.0,0.1514,1
2557,dc,4.0,0.006223,0.464769,0.075728,0.12739,0.018866,0.014839,0.79193,0.181293,0.037141,70.75,0.876969,0.171216,0.033782,0.089585,0.045162,0.339628,59.0,0.0,0.0,6,14.875,39,148.0,38.9211864,-76.9806256,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,30.0,0.1182,1
2558,dc,4.0,0.035718,0.457635,0.038973,0.283054,0.044066,0.077827,0.72451,0.062323,0.130285,245.67,0.86642,0.234406,0.059384,0.069547,0.077771,0.412683,66.0,0.0,0.0,7,17.312,40,162.188,38.9212362,-76.979105,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,53.0,0.1702,1
2559,dc,4.0,0.065239,0.362276,0.034951,0.109581,0.118283,0.207611,0.745407,0.100903,0.286809,220.88,0.838704,0.134423,0.050618,0.014312,0.038877,0.375944,66.0,0.0,0.0,3,30.438,44,189.75,38.9213847,-76.9844241,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.333333333333334,4.0,2.0,20.0,17.0,17.195398577178402,34.474813759782755,0.2181959941916357,23.772830860332785,238.3638058151024,19.43368775315196,325.89,33.0,575.33686307,20.0,30.2,1.0,41.0,0.2113,1
256,dc,4.0,0.003658,0.204419,0.003888,0.56903,0.013385,0.005138,0.236155,0.008792,0.031579,50.25,0.847686,0.056787,0.079413,0.016278,0.090622,0.29424,43.0,0.0,0.0,8,29.5,28,113.438,38.9849364,-76.9809794,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.333333333333332,14.0,16.0,12.0,19.0,12.141818142319982,40.33599495477922,0.843388792441399,18.762710568433185,75.8524538073006,12.567263419704888,171.66,42.0,735.072233481,49.4,48.6,0.0,64.0,0.0944,0
2560,dc,4.0,0.136594,0.181099,0.011336,0.231194,0.076121,0.515248,0.26716,0.036607,0.276201,161.33,0.704359,0.144721,0.0,0.140645,0.011886,0.338555,56.0,0.0,0.0,1,2.5,35,134.875,38.9216764,-76.9745294,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3333,disagreement,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,60.0,0.1657,1
2561,dc,4.0,0.00356,0.152138,0.067182,0.191697,0.077742,0.01424,0.455166,0.135871,0.276201,47.0,0.613042,0.171676,0.085969,0.114439,0.046695,0.404459,58.0,0.0,0.0,1,5.375,34,129.938,38.921793,-76.9741077,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,54.0,0.1425,1
2562,dc,4.0,0.00356,0.22867,0.030466,0.014325,0.088537,0.01424,0.44246,0.058821,0.276201,47.0,0.537998,0.208695,0.085365,0.040247,0.067491,0.380308,52.0,0.0,0.0,2,7.375,35,134.875,38.9219546,-76.9741075,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,53.0,0.1469,1
2563,dc,4.0,0.000358,0.006419,0.05641,0.011324,0.019529,0.001433,0.010077,0.086244,0.047639,8.0,0.803173,0.36312,0.0,0.043783,0.047931,0.458107,50.0,0.0,0.0,12,27.75,44,168.938,38.92231,-76.9771776,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,21.0,0.1378,0
2564,dc,4.0,0.306111,0.323303,0.033421,0.075462,0.01223,0.606665,0.663853,0.061979,0.023207,548.0,0.747567,0.289379,0.0,0.048003,0.033448,0.375745,58.0,0.0,0.0,10,22.875,41,156.625,38.9223633,-76.9753378,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,62.0,0.15,0
2565,dc,4.0,0.039312,0.253189,0.02761,0.007292,0.014905,0.102854,0.785886,0.101562,0.024303,66.67,0.817425,0.291012,0.0,0.055109,0.038453,0.37864,53.0,0.0,0.0,9,20.438,41,156.625,38.9224821,-76.9751949,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,66.0,0.1671,1
2566,dc,4.0,0.043571,0.324214,0.027947,0.106128,0.158162,0.116908,0.596919,0.094577,0.179877,152.62,0.872822,0.205918,0.026342,0.061927,0.05905,0.430575,69.0,0.0,0.0,12,69.938,43,198.75,38.9229227,-76.9854115,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.333333333333334,4.0,2.0,20.0,17.0,17.195398577178402,34.474813759782755,0.2181959941916357,23.772830860332785,238.3638058151024,19.43368775315196,325.89,33.0,575.33686307,20.0,30.2,1.0,38.0,0.2077,0
2567,dc,4.0,0.257126,0.079601,0.262627,0.009507,0.114091,0.990831,0.192965,0.991709,0.412912,355.67,0.849152,0.224179,0.054992,0.053657,0.068483,0.399381,69.0,0.0,0.0,16,95.625,44,196.125,38.9230976,-76.9864965,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,13.333333333333334,4.0,2.0,20.0,17.0,17.195398577178402,34.474813759782755,0.2181959941916357,23.772830860332785,238.3638058151024,19.43368775315196,325.89,33.0,575.33686307,20.0,30.2,1.0,39.0,0.1486,0
2568,dc,4.0,0.024022,0.086439,0.032871,0.013999,0.198347,0.045742,0.192163,0.068363,0.406485,91.0,0.915106,0.177321,0.121527,0.020236,0.053901,0.348655,70.0,0.0,0.0,15,93.625,45,202.562,38.9231001,-76.9867248,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.166666666666666,19.0,16.0,10.0,18.0,3.5172331359653515,7.921670385410942,0.822060101475665,13.72338577583401,52.58632020789618,8.16865590459283,262.86,136.0,249.389390392,20.0,30.2,1.0,43.0,0.1314,0
2569,dc,4.0,0.167012,0.264326,0.04517,0.018198,0.106502,0.292836,0.37358,0.054825,0.164629,223.0,0.709921,0.22638,0.0,0.002507,0.007936,0.287035,68.0,0.0,0.0,16,65.125,45,189.688,38.9232807,-76.9822737,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,29.0,0.1298,0
257,dc,4.0,0.05339,0.31043,0.04319,0.244018,0.029132,0.155598,0.370786,0.119884,0.052193,112.62,0.813854,0.221843,0.0,0.051051,0.04381,0.35045,81.0,0.0,0.0,9,37.062,26,95.938,38.986567,-76.975953,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,8.166666666666666,2.0,3.0,6.0,16.0,15.409488465514956,66.09859525997204,0.6500224216483541,11.744835373405856,15.736847933394795,11.7399588091884,422.45,18.33,432.468399729,44.5,45.6,1.0,15.0,0.1213,0
2570,dc,4.0,0.061688,0.34596,0.02328,0.007791,0.064744,0.166626,0.590228,0.080289,0.128494,137.0,0.83339,0.186863,0.005537,0.0,0.014203,0.219192,68.0,0.0,0.0,16,65.125,45,189.688,38.9232837,-76.9825152,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,29.0,0.1258,0
2571,dc,4.0,0.265124,0.364911,0.028482,0.000502,0.013556,0.988249,0.727899,0.045427,0.026044,314.88,0.779057,0.239997,0.016683,0.028858,0.044459,0.345499,74.0,0.0,0.0,14,98.375,47,222.812,38.9232937,-76.9901097,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,13.0,5.0,16.0,20.0,6.054293265139117,14.973096168723604,0.4230154546497048,23.94717690148054,116.77191298936508,17.946467417319315,130.09,113.67,751.228895212,13.3,24.0,1.0,26.0,0.1577,1
2572,dc,4.0,0.190627,0.225961,0.068718,0.008126,0.201991,0.348471,0.442393,0.105669,0.496507,259.38,0.713569,0.225866,0.02581,0.0,0.060953,0.311979,65.0,0.0,0.0,7,14.0,41,160.312,38.9234378,-76.9740977,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,57.0,0.1861,1
2573,dc,4.0,0.1098,0.27711,0.02039,0.081626,0.122605,0.299945,0.329359,0.02782,0.4731,265.0,0.64904,0.26559,0.025079,0.022256,0.052088,0.365266,73.0,0.0,0.0,13,85.688,47,222.812,38.9234706,-76.9903788,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,13.0,5.0,16.0,20.0,6.054293265139117,14.973096168723604,0.4230154546497048,23.94717690148054,116.77191298936508,17.946467417319315,130.09,113.67,751.228895212,13.3,24.0,1.0,22.0,0.1771,1
2574,dc,4.0,0.183805,0.28171,0.02772,0.16491,0.0357,0.284424,0.596698,0.066577,0.059722,208.75,0.7245,0.257564,0.030896,0.0,0.036631,0.350377,69.0,0.0,0.0,7,14.0,41,160.312,38.923514,-76.9742605,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,57.0,0.1792,1
2575,dc,4.0,0.287985,0.255206,0.065392,0.124414,0.049215,0.755299,0.438428,0.166046,0.085917,353.62,0.781052,0.310103,0.004157,0.0,0.047453,0.353029,76.0,0.0,0.0,19,54.0,46,179.125,38.9235275,-76.9808615,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,34.0,0.1711,1
2576,dc,4.0,0.018314,0.227308,0.008783,0.056463,0.099736,0.043608,0.435416,0.016356,0.216558,69.75,0.682043,0.190046,0.011372,0.073172,0.014158,0.310554,66.0,0.0,0.0,11,55.25,48,209.688,38.9236415,-76.9846002,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.333333333333334,4.0,2.0,20.0,17.0,17.195398577178402,34.474813759782755,0.2181959941916357,23.772830860332785,238.3638058151024,19.43368775315196,325.89,33.0,575.33686307,20.0,30.2,1.0,51.0,0.219,1
2577,dc,4.0,0.02982,0.223723,0.084809,0.041823,0.023707,0.090213,0.328829,0.118132,0.044918,125.0,0.63108,0.192923,0.027667,0.03848,0.063785,0.44797,52.0,0.0,0.0,17,97.812,48,206.875,38.9240058,-76.9878852,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,13.0,5.0,16.0,20.0,6.054293265139117,14.973096168723604,0.4230154546497048,23.94717690148054,116.77191298936508,17.946467417319315,130.09,113.67,751.228895212,13.3,24.0,1.0,30.0,0.1084,1
2578,dc,4.0,0.068071,0.101919,0.263752,0.090123,0.106441,0.272284,0.187821,0.992246,0.223361,328.0,0.677756,0.189144,0.032366,0.052602,0.028957,0.375231,67.0,0.0,0.0,13,62.188,48,208.812,38.924116,-76.9844125,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,15.0,9.0,7.0,19.0,18.0,6.001362213962852,14.257204413065187,0.598934584839956,29.09201760176211,192.80204779382964,23.18017374926585,249.45,24.33,246.836130437,20.0,30.2,1.0,56.0,0.1523,0
2579,dc,4.0,0.078052,0.079102,0.251404,0.182565,0.039751,0.170292,0.161813,0.952137,0.091615,208.0,0.89228,0.430106,0.021292,0.011552,0.04078,0.530269,58.0,0.0,0.0,13,28.812,45,169.312,38.9241249,-76.9758408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disagreement,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,25.0,0.116,0
258,dc,4.0,0.057063,0.243679,0.046091,0.361459,0.016909,0.144873,0.35652,0.066596,0.020096,140.25,0.848727,0.227353,0.034124,0.020516,0.072487,0.359693,83.0,0.0,0.0,10,40.75,25,91.625,38.9870294,-76.9755342,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.666666666666666,9.0,13.0,11.0,19.0,8.46165293936669,27.27769697558999,0.8324676641093992,16.630147460397882,60.875345629764304,14.622244686922691,240.06,18.0,117.343780396,39.3,44.4,1.0,15.0,0.142,0
2580,dc,4.0,0.132715,0.344384,0.070902,0.045722,0.17932,0.20746,0.670781,0.109858,0.607399,261.88,0.839446,0.168646,0.031906,0.017594,0.049599,0.282553,56.0,0.0,0.0,13,28.812,45,169.312,38.9244518,-76.9759611,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,15.0,19.0,17.0,10.0,17.0,1.7002021139879828,5.412419470977189,0.7791572363866901,13.569457911089463,57.4472410715488,11.6526197202827,368.81,75.0,54.7492004723,22.7,31.0,1.0,26.0,0.1435,1
2581,dc,4.0,0.059024,0.315468,0.085749,0.027966,0.095942,0.122838,0.581369,0.189732,0.210722,149.33,0.703285,0.193428,0.04188,0.024313,0.024529,0.392852,42.0,0.0,0.0,17,98.5,49,215.312,38.924581,-76.9881257,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,15.0,13.0,5.0,16.0,20.0,6.054293265139117,14.973096168723604,0.4230154546497048,23.94717690148054,116.77191298936508,17.946467417319315,130.09,113.67,751.228895212,13.3,24.0,1.0,17.0,0.1021,1
2582,dc,4.0,0.025994,0.440093,0.04612,0.116287,0.007314,0.052027,0.678484,0.116336,0.014681,173.25,0.628677,0.175265,0.086645,0.06006,0.039607,0.384898,66.0,0.0,0.0,11,55.25,50,217.562,38.9247252,-76.9855837,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.833333333333332,9.0,6.0,19.0,18.0,4.083631515149601,11.209431474471051,0.5194168951863821,31.25385509493212,180.7512167188349,27.68150845538961,281.64,35.67,311.935550842,13.3,24.3,1.0,54.0,0.0871,1
2583,dc,4.0,0.126583,0.126349,0.040928,0.247559,0.029138,0.362361,0.320154,0.109538,0.060822,341.17,0.74625,0.134648,0.012914,0.044279,0.035847,0.281552,59.0,0.0,0.0,12,57.25,51,220.0,38.9251181,-76.9856663,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,14.833333333333332,9.0,6.0,19.0,18.0,4.083631515149601,11.209431474471051,0.5194168951863821,31.25385509493212,180.7512167188349,27.68150845538961,281.64,35.67,311.935550842,13.3,24.3,1.0,47.0,0.1173,1
2584,dc,4.0,0.056631,0.196548,0.016492,0.341091,0.101821,0.213456,0.411657,0.030416,0.305567,137.83,0.813164,0.286845,0.038741,0.249619,0.111851,0.726591,33.0,0.0,0.0,4,22.125,12,66.375,38.9175843,-76.9687616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333,disagreement,13.166666666666666,13.0,6.0,12.0,18.0,2.023813919611744,5.431600867815919,0.4626780502952486,19.117561169804976,73.62684336377389,15.053405426124728,280.29,42.67,75.3828919842,22.7,31.0,0.0,8.0,0.0817,0
2585,dc,4.0,0.02554,0.28478,0.011845,0.209901,0.107997,0.058807,0.485471,0.02161,0.349501,284.33,0.882291,0.471111,0.079196,0.269765,0.09229,0.856162,34.0,0.0,0.0,4,22.125,12,66.375,38.917617,-76.9694144,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.166666666666666,13.0,6.0,12.0,18.0,2.023813919611744,5.431600867815919,0.4626780502952486,19.117561169804976,73.62684336377389,15.053405426124728,280.29,42.67,75.3828919842,22.7,31.0,0.0,14.0,0.1586,0
2586,dc,4.0,0.186358,0.055158,0.047191,0.147096,0.21472,0.724669,0.115197,0.099102,0.69468,546.75,0.92161,0.166644,0.219787,0.258565,0.125648,0.756937,32.0,0.0,0.0,0,0.0,15,84.062,38.9187407,-76.9612822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,disagreement,13.166666666666666,13.0,6.0,12.0,18.0,2.023813919611744,5.431600867815919,0.4626780502952486,19.117561169804976,73.62684336377389,15.053405426124728,280.29,42.67,75.3828919842,22.7,31.0,1.0,10.0,0.3918,0
2587,dc,4.0,0.002506,0.0,0.021054,0.564188,0.008458,0.007263,0.0,0.041885,0.017877,29.5,0.734836,0.043774,0.477748,0.173299,0.009586,0.737052,34.0,0.0,0.0,5,38.312,11,67.75,38.91943,-76.9554284,,,,,,,,,,,15.833333333333336,12.0,7.0,18.0,20.0,4.879555513254642,8.694552686634589,0.5513789326282621,26.39348206182168,171.76189437525326,13.561802479108646,0.0,18.0,39.4542520451,20.3,29.1,1.0,53.0,0.1624,0
2588,dc,4.0,0.002896,0.001734,0.011644,0.543257,0.012036,0.007263,0.006936,0.021778,0.019214,45.5,0.668577,0.025287,0.53347,0.184166,0.045694,0.77583,38.0,0.0,0.0,5,38.312,11,67.75,38.9196261,-76.9552014,,,,,,,,,,,15.833333333333336,12.0,7.0,18.0,20.0,4.879555513254642,8.694552686634589,0.5513789326282621,26.39348206182168,171.76189437525326,13.561802479108646,0.0,18.0,39.4542520451,20.3,29.1,1.0,60.0,0.2471,0
2589,dc,4.0,0.000248,0.025478,0.023927,0.542919,0.033198,0.000992,0.089227,0.069148,0.107663,5.0,0.73802,0.037461,0.226001,0.213998,0.016476,0.511502,38.0,0.0,0.0,5,38.312,11,67.75,38.9196563,-76.9549305,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.833333333333336,12.0,7.0,18.0,20.0,4.879555513254642,8.694552686634589,0.5513789326282621,26.39348206182168,171.76189437525326,13.561802479108646,0.0,18.0,39.4542520451,20.3,29.1,1.0,61.0,0.2,0
259,dc,4.0,0.0,0.195576,0.00063,0.587477,0.016707,0.0,0.240491,0.002519,0.0243,0.0,0.877202,0.079359,0.010046,0.068799,0.067698,0.234748,47.0,0.0,0.0,10,38.938,27,131.312,38.9870564,-76.9851766,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,16.5,18.0,19.0,12.0,19.0,6.886037402681854,15.31845940443046,0.8764834697589512,18.079714440746223,74.60883531674544,11.04591812646834,202.51,55.67,461.343314682,20.8,30.0,0.0,57.0,0.1225,0
2590,dc,4.0,0.025461,0.38234,0.011155,0.395729,0.013336,0.061384,0.771961,0.022446,0.019986,98.0,0.78717,0.045577,0.221266,0.094464,0.008585,0.443236,52.0,0.0,0.0,6,33.188,23,95.625,38.919799,-76.970052,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.166666666666666,13.0,6.0,12.0,18.0,2.023813919611744,5.431600867815919,0.4626780502952486,19.117561169804976,73.62684336377389,15.053405426124728,280.29,42.67,75.3828919842,22.7,31.0,1.0,67.0,0.1137,1
2591,dc,4.0,0.0,0.032097,0.000554,0.51555,0.095211,0.0,0.069543,0.001567,0.187195,0.0,0.703756,0.026711,0.317498,0.133431,0.017026,0.501096,42.0,0.0,0.0,5,38.312,11,67.75,38.9198351,-76.9548244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,15.833333333333336,12.0,7.0,18.0,20.0,4.879555513254642,8.694552686634589,0.5513789326282621,26.39348206182168,171.76189437525326,13.561802479108646,0.0,18.0,39.4542520451,20.3,29.1,1.0,65.0,0.2678,0
