point_id,city,heading,sidewalk_present,crosswalk_present
3652,seattle,0,1,0
3652,seattle,90,1,0
3652,seattle,180,1,0
3652,seattle,270,1,0
3653,seattle,0,1,0
3653,seattle,90,1,0
3653,seattle,180,1,0
3653,seattle,270,1,0
3654,seattle,0,1,0
3654,seattle,90,1,0
3654,seattle,180,1,0
3654,seattle,270,1,0
3655,seattle,0,1,0
3655,seattle,90,1,0
3655,seattle,180,1,0
3655,seattle,270,1,0
3656,seattle,0,1,0
3656,seattle,90,1,0
3656,seattle,180,1,0
3656,seattle,270,1,0
3657,seattle,0,1,0
3657,seattle,90,1,0
3657,seattle,180,1,0
3657,seattle,270,1,0
3658,seattle,0,1,0
3658,seattle,90,1,0
3658,seattle,180,1,0
3658,seattle,270,1,0
3659,seattle,0,1,0
3659,seattle,90,1,0
3659,seattle,180,1,0
3659,seattle,270,1,0
3660,seattle,0,1,0
3660,seattle,90,1,1
3660,seattle,180,1,0
3660,seattle,270,1,0
3661,seattle,0,1,0
3661,seattle,90,1,1
3661,seattle,180,1,1
3661,seattle,270,1,0
3662,seattle,0,1,0
3662,seattle,90,1,0
3662,seattle,180,1,0
3662,seattle,270,1,0
3663,seattle,0,1,0
3663,seattle,90,1,0
3663,seattle,180,1,0
3663,seattle,270,1,0
3664,seattle,0,1,0
3664,seattle,90,1,0
3664,seattle,180,1,0
3664,seattle,270,1,0
3665,seattle,0,1,0
3665,seattle,90,1,0
3665,seattle,180,1,0
3665,seattle,270,1,1
3666,seattle,0,1,0
3666,seattle,90,1,1
3666,seattle,180,1,1
3666,seattle,270,1,0
3667,seattle,0,1,0
3667,seattle,90,1,0
3667,seattle,180,1,0
3667,seattle,270,1,0
3668,seattle,0,1,0
3668,seattle,90,1,0
3668,seattle,180,1,0
3668,seattle,270,1,0
3669,seattle,0,1,1
3669,seattle,90,1,0
3669,seattle,180,1,0
3669,seattle,270,1,0
3670,seattle,0,1,0
3670,seattle,90,1,0
3670,seattle,180,1,0
3670,seattle,270,1,0
3671,seattle,0,1,0
3671,seattle,90,1,0
3671,seattle,180,1,1
3671,seattle,270,1,0
3672,seattle,0,1,0
3672,seattle,90,1,0
3672,seattle,180,1,0
3672,seattle,270,1,0
3673,seattle,0,1,0
3673,seattle,90,1,0
3673,seattle,180,1,0
3673,seattle,270,1,0
3674,seattle,0,1,0
3674,seattle,90,1,0
3674,seattle,180,1,0
3674,seattle,270,1,0
3675,seattle,0,1,0
3675,seattle,90,1,0
3675,seattle,180,1,0
3675,seattle,270,1,0
3676,seattle,0,1,0
3676,seattle,90,1,0
3676,seattle,180,1,0
3676,seattle,270,1,0
3677,seattle,0,1,0
3677,seattle,90,1,0
3677,seattle,180,1,0
3677,seattle,270,1,0
3678,seattle,0,1,0
3678,seattle,90,1,0
3678,seattle,180,1,0
3678,seattle,270,1,0
3679,seattle,0,1,0
3679,seattle,90,1,0
3679,seattle,180,1,0
3679,seattle,270,1,0
3680,seattle,0,1,0
3680,seattle,90,1,0
3680,seattle,180,1,0
3680,seattle,270,1,0
3681,seattle,0,1,0
3681,seattle,90,1,0
3681,seattle,180,1,0
3681,seattle,270,1,0
3682,seattle,0,1,0
3682,seattle,90,1,0
3682,seattle,180,1,0
3682,seattle,270,1,0
3683,seattle,0,1,0
3683,seattle,90,1,0
3683,seattle,180,1,0
3683,seattle,270,1,0
3684,seattle,0,1,0
3684,seattle,90,1,0
3684,seattle,180,1,0
3684,seattle,270,1,0
3685,seattle,0,1,0
3685,seattle,90,1,0
3685,seattle,180,1,0
3685,seattle,270,1,1
3686,seattle,0,1,0
3686,seattle,90,1,0
3686,seattle,180,1,0
3686,seattle,270,1,0
3687,seattle,0,1,0
3687,seattle,90,1,0
3687,seattle,180,1,0
3687,seattle,270,1,0
3688,seattle,0,1,0
3688,seattle,90,1,0
3688,seattle,180,1,0
3688,seattle,270,1,0
3689,seattle,0,1,0
3689,seattle,90,1,0
3689,seattle,180,1,0
3689,seattle,270,1,0
3690,seattle,0,1,0
3690,seattle,90,1,0
3690,seattle,180,1,0
3690,seattle,270,1,0
3691,seattle,0,1,0
3691,seattle,90,1,0
3691,seattle,180,1,0
3691,seattle,270,1,0
3692,seattle,0,1,0
3692,seattle,90,1,1
3692,seattle,180,1,0
3692,seattle,270,1,0
3693,seattle,0,1,0
3693,seattle,90,1,0
3693,seattle,180,1,0
3693,seattle,270,1,0
3694,seattle,0,1,0
3694,seattle,90,1,0
3694,seattle,180,1,0
3694,seattle,270,1,0
3695,seattle,0,1,0
3695,seattle,90,1,0
3695,seattle,180,1,0
3695,seattle,270,1,0
3696,seattle,0,1,0
3696,seattle,90,1,0
3696,seattle,180,1,0
3696,seattle,270,1,0
3697,seattle,0,1,0
3697,seattle,90,1,0
3697,seattle,180,1,0
3697,seattle,270,1,0
3698,seattle,0,1,0
3698,seattle,90,1,0
3698,seattle,180,1,0
3698,seattle,270,1,0
3699,seattle,0,1,0
3699,seattle,90,1,0
3699,seattle,180,1,0
3699,seattle,270,1,0
3700,seattle,0,1,0
3700,seattle,90,1,0
3700,seattle,180,1,0
3700,seattle,270,1,0
3701,seattle,0,1,0
3701,seattle,90,1,0
3701,seattle,180,1,0
3701,seattle,270,1,0
3702,seattle,0,1,1
3702,seattle,90,1,0
3702,seattle,180,1,0
3702,seattle,270,1,1
3703,seattle,0,1,0
3703,seattle,90,1,0
3703,seattle,180,1,0
3703,seattle,270,1,0
3704,seattle,0,1,0
3704,seattle,90,1,0
3704,seattle,180,1,0
3704,seattle,270,1,0
3705,seattle,0,1,0
3705,seattle,90,1,0
3705,seattle,180,1,0
3705,seattle,270,1,0
3706,seattle,0,1,0
3706,seattle,90,1,0
3706,seattle,180,1,0
3706,seattle,270,1,0
3707,seattle,0,1,0
3707,seattle,90,1,0
3707,seattle,180,1,0
3707,seattle,270,1,0
3708,seattle,0,1,0
3708,seattle,90,1,0
3708,seattle,180,1,0
3708,seattle,270,1,0
3709,seattle,0,1,0
3709,seattle,90,1,0
3709,seattle,180,1,0
3709,seattle,270,1,0
3710,seattle,0,1,0
3710,seattle,90,1,0
3710,seattle,180,1,0
3710,seattle,270,1,0
3711,seattle,0,1,0
3711,seattle,90,1,0
3711,seattle,180,1,0
3711,seattle,270,1,0
3712,seattle,0,1,0
3712,seattle,90,1,0
3712,seattle,180,1,1
3712,seattle,270,1,1
3713,seattle,0,1,0
3713,seattle,90,1,0
3713,seattle,180,1,0
3713,seattle,270,1,0
3714,seattle,0,1,0
3714,seattle,90,1,0
3714,seattle,180,1,0
3714,seattle,270,1,0
3715,seattle,0,1,0
3715,seattle,90,1,0
3715,seattle,180,1,0
3715,seattle,270,1,0
3716,seattle,0,1,0
3716,seattle,90,1,0
3716,seattle,180,1,0
3716,seattle,270,1,0
3717,seattle,0,1,0
3717,seattle,90,1,0
3717,seattle,180,1,0
3717,seattle,270,1,0
3718,seattle,0,1,0
3718,seattle,90,1,0
3718,seattle,180,1,0
3718,seattle,270,1,0
3719,seattle,0,1,0
3719,seattle,90,1,0
3719,seattle,180,1,0
3719,seattle,270,1,0
3720,seattle,0,1,0
3720,seattle,90,1,0
3720,seattle,180,1,0
3720,seattle,270,1,0
3721,seattle,0,1,0
3721,seattle,90,1,0
3721,seattle,180,1,0
3721,seattle,270,1,0
3722,seattle,0,1,0
3722,seattle,90,1,0
3722,seattle,180,1,0
3722,seattle,270,1,0
3723,seattle,0,1,0
3723,seattle,90,1,0
3723,seattle,180,1,0
3723,seattle,270,1,0
3724,seattle,0,1,0
3724,seattle,90,1,0
3724,seattle,180,1,0
3724,seattle,270,1,0
3725,seattle,0,1,0
3725,seattle,90,1,0
3725,seattle,180,1,0
3725,seattle,270,1,0
3726,seattle,0,1,0
3726,seattle,90,1,0
3726,seattle,180,1,0
3726,seattle,270,1,0
3727,seattle,0,1,0
3727,seattle,90,0,0
3727,seattle,180,0,0
3727,seattle,270,0,0
3728,seattle,0,1,0
3728,seattle,90,1,0
3728,seattle,180,1,0
3728,seattle,270,1,0
3729,seattle,0,1,0
3729,seattle,90,1,0
3729,seattle,180,1,0
3729,seattle,270,1,0
3730,seattle,0,1,0
3730,seattle,90,1,0
3730,seattle,180,1,0
3730,seattle,270,1,0
3731,seattle,0,1,0
3731,seattle,90,1,0
3731,seattle,180,1,0
3731,seattle,270,1,0
3732,seattle,0,1,0
3732,seattle,90,1,0
3732,seattle,180,1,0
3732,seattle,270,1,0
3733,seattle,0,1,0
3733,seattle,90,1,0
3733,seattle,180,1,0
3733,seattle,270,1,0
3734,seattle,0,1,0
3734,seattle,90,1,0
3734,seattle,180,1,0
3734,seattle,270,1,0
3735,seattle,0,1,0
3735,seattle,90,1,0
3735,seattle,180,1,0
3735,seattle,270,1,0
3736,seattle,0,1,0
3736,seattle,90,1,0
3736,seattle,180,1,0
3736,seattle,270,1,0
3737,seattle,0,1,0
3737,seattle,90,1,0
3737,seattle,180,1,0
3737,seattle,270,1,0
3738,seattle,0,1,0
3738,seattle,90,1,0
3738,seattle,180,1,0
3738,seattle,270,1,0
3739,seattle,0,1,0
3739,seattle,90,1,0
3739,seattle,180,1,1
3739,seattle,270,1,0
3740,seattle,0,1,0
3740,seattle,90,1,0
3740,seattle,180,1,0
3740,seattle,270,1,0
3741,seattle,0,1,0
3741,seattle,90,1,0
3741,seattle,180,1,0
3741,seattle,270,1,0
3742,seattle,0,1,0
3742,seattle,90,1,0
3742,seattle,180,1,0
3742,seattle,270,1,0
3743,seattle,0,1,0
3743,seattle,90,1,0
3743,seattle,180,1,0
3743,seattle,270,1,0
3744,seattle,0,1,0
3744,seattle,90,1,0
3744,seattle,180,1,0
3744,seattle,270,1,0
3745,seattle,0,1,0
3745,seattle,90,1,0
3745,seattle,180,1,0
3745,seattle,270,1,0
3746,seattle,0,1,0
3746,seattle,90,1,0
3746,seattle,180,1,0
3746,seattle,270,1,0
3747,seattle,0,0,0
3747,seattle,90,1,0
3747,seattle,180,1,0
3747,seattle,270,1,0
3748,seattle,0,1,0
3748,seattle,90,1,0
3748,seattle,180,1,0
3748,seattle,270,1,0
3749,seattle,0,1,0
3749,seattle,90,1,0
3749,seattle,180,1,0
3749,seattle,270,1,0
3750,seattle,0,1,0
3750,seattle,90,1,0
3750,seattle,180,1,0
3750,seattle,270,1,0
3751,seattle,0,1,0
3751,seattle,90,1,0
3751,seattle,180,1,0
3751,seattle,270,1,0
3752,seattle,0,1,0
3752,seattle,90,1,0
3752,seattle,180,1,0
3752,seattle,270,1,0
3753,seattle,0,1,0
3753,seattle,90,1,0
3753,seattle,180,1,0
3753,seattle,270,1,0
3754,seattle,0,1,0
3754,seattle,90,1,0
3754,seattle,180,1,0
3754,seattle,270,1,0
3755,seattle,0,1,0
3755,seattle,90,1,0
3755,seattle,180,1,0
3755,seattle,270,1,0
3756,seattle,0,1,0
3756,seattle,90,1,0
3756,seattle,180,1,0
3756,seattle,270,1,0
3757,seattle,0,1,0
3757,seattle,90,1,0
3757,seattle,180,1,0
3757,seattle,270,1,0
3758,seattle,0,1,0
3758,seattle,90,1,0
3758,seattle,180,1,0
3758,seattle,270,1,0
3759,seattle,0,1,0
3759,seattle,90,1,0
3759,seattle,180,1,0
3759,seattle,270,1,0
3760,seattle,0,1,0
3760,seattle,90,1,0
3760,seattle,180,1,0
3760,seattle,270,1,0
3761,seattle,0,1,0
3761,seattle,90,1,0
3761,seattle,180,1,0
3761,seattle,270,1,0
3762,seattle,0,1,0
3762,seattle,90,1,0
3762,seattle,180,1,0
3762,seattle,270,1,0
3763,seattle,0,1,0
3763,seattle,90,1,0
3763,seattle,180,1,0
3763,seattle,270,1,0
3764,seattle,0,1,0
3764,seattle,90,1,0
3764,seattle,180,1,0
3764,seattle,270,1,0
3765,seattle,0,1,0
3765,seattle,90,1,0
3765,seattle,180,1,0
3765,seattle,270,1,0
3766,seattle,0,1,0
3766,seattle,90,1,0
3766,seattle,180,1,0
3766,seattle,270,1,0
3767,seattle,0,1,0
3767,seattle,90,1,0
3767,seattle,180,1,0
3767,seattle,270,1,0
3768,seattle,0,1,0
3768,seattle,90,1,0
3768,seattle,180,1,0
3768,seattle,270,1,1
3769,seattle,0,1,0
3769,seattle,90,1,0
3769,seattle,180,1,0
3769,seattle,270,1,0
3770,seattle,0,1,0
3770,seattle,90,1,0
3770,seattle,180,1,0
3770,seattle,270,1,0
3771,seattle,0,1,0
3771,seattle,90,1,0
3771,seattle,180,1,0
3771,seattle,270,1,0
3772,seattle,0,1,0
3772,seattle,90,1,0
3772,seattle,180,1,0
3772,seattle,270,1,0
3773,seattle,0,1,0
3773,seattle,90,1,0
3773,seattle,180,1,0
3773,seattle,270,1,0
3774,seattle,0,1,0
3774,seattle,90,1,0
3774,seattle,180,1,0
3774,seattle,270,1,0
3775,seattle,0,1,0
3775,seattle,90,1,0
3775,seattle,180,1,0
3775,seattle,270,1,0
3776,seattle,0,1,0
3776,seattle,90,1,0
3776,seattle,180,1,0
3776,seattle,270,1,0
3777,seattle,0,1,0
3777,seattle,90,1,0
3777,seattle,180,1,0
3777,seattle,270,1,0
3778,seattle,0,1,0
3778,seattle,90,1,0
3778,seattle,180,1,0
3778,seattle,270,1,1
3779,seattle,0,1,0
3779,seattle,90,1,0
3779,seattle,180,1,0
3779,seattle,270,1,0
3780,seattle,0,1,0
3780,seattle,90,1,0
3780,seattle,180,1,0
3780,seattle,270,1,0
3781,seattle,0,1,0
3781,seattle,90,1,0
3781,seattle,180,1,0
3781,seattle,270,1,0
3782,seattle,0,1,0
3782,seattle,90,1,0
3782,seattle,180,1,0
3782,seattle,270,1,0
3783,seattle,0,1,0
3783,seattle,90,1,0
3783,seattle,180,1,0
3783,seattle,270,1,0
3784,seattle,0,1,0
3784,seattle,90,1,0
3784,seattle,180,1,0
3784,seattle,270,1,1
3785,seattle,0,1,0
3785,seattle,90,1,0
3785,seattle,180,1,0
3785,seattle,270,1,0
3786,seattle,0,1,0
3786,seattle,90,1,0
3786,seattle,180,1,0
3786,seattle,270,1,0
3787,seattle,0,1,0
3787,seattle,90,1,0
3787,seattle,180,1,0
3787,seattle,270,1,0
3788,seattle,0,1,0
3788,seattle,90,1,0
3788,seattle,180,1,0
3788,seattle,270,1,0
3789,seattle,0,1,0
3789,seattle,90,1,0
3789,seattle,180,1,0
3789,seattle,270,1,0
3790,seattle,0,1,0
3790,seattle,90,1,0
3790,seattle,180,1,0
3790,seattle,270,1,0
3791,seattle,0,1,0
3791,seattle,90,1,0
3791,seattle,180,1,0
3791,seattle,270,1,0
3792,seattle,0,0,0
3792,seattle,90,0,0
3792,seattle,180,0,0
3792,seattle,270,0,0
3793,seattle,0,1,0
3793,seattle,90,1,0
3793,seattle,180,1,0
3793,seattle,270,1,0
3794,seattle,0,1,0
3794,seattle,90,1,0
3794,seattle,180,1,0
3794,seattle,270,1,0
3795,seattle,0,1,0
3795,seattle,90,1,0
3795,seattle,180,1,0
3795,seattle,270,1,0
3796,seattle,0,1,0
3796,seattle,90,1,0
3796,seattle,180,1,0
3796,seattle,270,1,0
3797,seattle,0,1,0
3797,seattle,90,1,0
3797,seattle,180,1,0
3797,seattle,270,1,0
3798,seattle,0,1,0
3798,seattle,90,1,0
3798,seattle,180,1,0
3798,seattle,270,1,0
3799,seattle,0,1,0
3799,seattle,90,1,0
3799,seattle,180,1,0
3799,seattle,270,1,0
3800,seattle,0,1,0
3800,seattle,90,1,0
3800,seattle,180,1,0
3800,seattle,270,1,0
3801,seattle,0,1,0
3801,seattle,90,1,0
3801,seattle,180,1,0
3801,seattle,270,1,0
3802,seattle,0,1,0
3802,seattle,90,1,0
3802,seattle,180,1,0
3802,seattle,270,1,0
3803,seattle,0,1,0
3803,seattle,90,1,0
3803,seattle,180,1,0
3803,seattle,270,1,0
3804,seattle,0,0,0
3804,seattle,90,0,0
3804,seattle,180,1,0
3804,seattle,270,0,0
3805,seattle,0,1,0
3805,seattle,90,1,0
3805,seattle,180,1,0
3805,seattle,270,1,0
3806,seattle,0,1,0
3806,seattle,90,1,0
3806,seattle,180,1,0
3806,seattle,270,1,0
3807,seattle,0,1,0
3807,seattle,90,1,0
3807,seattle,180,1,0
3807,seattle,270,1,0
3808,seattle,0,1,0
3808,seattle,90,1,0
3808,seattle,180,1,0
3808,seattle,270,1,0
3809,seattle,0,1,0
3809,seattle,90,1,0
3809,seattle,180,1,0
3809,seattle,270,1,0
3810,seattle,0,1,0
3810,seattle,90,1,0
3810,seattle,180,1,0
3810,seattle,270,1,0
3811,seattle,0,1,0
3811,seattle,90,1,0
3811,seattle,180,1,0
3811,seattle,270,1,0
3812,seattle,0,1,0
3812,seattle,90,1,0
3812,seattle,180,1,0
3812,seattle,270,1,0
3813,seattle,0,1,0
3813,seattle,90,1,0
3813,seattle,180,1,0
3813,seattle,270,1,0
3814,seattle,0,1,0
3814,seattle,90,1,0
3814,seattle,180,1,0
3814,seattle,270,1,0
3815,seattle,0,1,0
3815,seattle,90,1,0
3815,seattle,180,1,0
3815,seattle,270,1,0
3816,seattle,0,1,0
3816,seattle,90,1,0
3816,seattle,180,1,0
3816,seattle,270,1,0
3817,seattle,0,1,0
3817,seattle,90,1,0
3817,seattle,180,1,0
3817,seattle,270,1,0
3818,seattle,0,1,0
3818,seattle,90,1,0
3818,seattle,180,1,0
3818,seattle,270,1,0
3819,seattle,0,1,0
3819,seattle,90,1,0
3819,seattle,180,1,0
3819,seattle,270,1,0
3820,seattle,0,1,0
3820,seattle,90,1,0
3820,seattle,180,1,0
3820,seattle,270,1,0
3821,seattle,0,1,0
3821,seattle,90,1,0
3821,seattle,180,1,0
3821,seattle,270,1,0
3822,seattle,0,1,0
3822,seattle,90,1,0
3822,seattle,180,1,0
3822,seattle,270,1,0
3823,seattle,0,1,0
3823,seattle,90,1,0
3823,seattle,180,1,0
3823,seattle,270,1,0
3824,seattle,0,1,0
3824,seattle,90,1,0
3824,seattle,180,1,0
3824,seattle,270,1,0
3825,seattle,0,1,0
3825,seattle,90,1,0
3825,seattle,180,1,0
3825,seattle,270,1,0
3826,seattle,0,1,0
3826,seattle,90,1,0
3826,seattle,180,1,0
3826,seattle,270,1,0
3827,seattle,0,1,0
3827,seattle,90,1,0
3827,seattle,180,1,0
3827,seattle,270,1,0
3828,seattle,0,1,0
3828,seattle,90,1,0
3828,seattle,180,1,0
3828,seattle,270,1,0
3829,seattle,0,1,0
3829,seattle,90,1,0
3829,seattle,180,1,0
3829,seattle,270,1,0
3830,seattle,0,1,0
3830,seattle,90,1,0
3830,seattle,180,1,0
3830,seattle,270,1,0
3831,seattle,0,1,0
3831,seattle,90,1,0
3831,seattle,180,1,0
3831,seattle,270,1,0
3832,seattle,0,1,0
3832,seattle,90,1,0
3832,seattle,180,1,0
3832,seattle,270,1,0
3833,seattle,0,1,0
3833,seattle,90,1,0
3833,seattle,180,1,1
3833,seattle,270,1,0
3834,seattle,0,1,0
3834,seattle,90,1,0
3834,seattle,180,1,0
3834,seattle,270,1,0
3835,seattle,0,1,0
3835,seattle,90,1,0
3835,seattle,180,1,0
3835,seattle,270,1,0
3836,seattle,0,1,0
3836,seattle,90,1,0
3836,seattle,180,1,0
3836,seattle,270,1,0
3837,seattle,0,1,0
3837,seattle,90,1,0
3837,seattle,180,1,0
3837,seattle,270,1,0
3838,seattle,0,1,1
3838,seattle,90,1,1
3838,seattle,180,1,1
3838,seattle,270,1,1
3839,seattle,0,1,0
3839,seattle,90,1,0
3839,seattle,180,1,0
3839,seattle,270,1,0
3840,seattle,0,1,0
3840,seattle,90,1,0
3840,seattle,180,1,0
3840,seattle,270,1,0
3841,seattle,0,1,1
3841,seattle,90,1,0
3841,seattle,180,1,0
3841,seattle,270,1,0
3842,seattle,0,1,0
3842,seattle,90,1,0
3842,seattle,180,1,0
3842,seattle,270,1,0
3843,seattle,0,1,0
3843,seattle,90,1,0
3843,seattle,180,1,0
3843,seattle,270,1,0
3844,seattle,0,1,0
3844,seattle,90,1,0
3844,seattle,180,1,0
3844,seattle,270,1,0
3845,seattle,0,1,0
3845,seattle,90,1,0
3845,seattle,180,1,0
3845,seattle,270,1,0
3846,seattle,0,1,0
3846,seattle,90,1,0
3846,seattle,180,1,0
3846,seattle,270,1,0
3847,seattle,0,1,0
3847,seattle,90,1,0
3847,seattle,180,1,1
3847,seattle,270,1,0
3848,seattle,0,1,0
3848,seattle,90,1,0
3848,seattle,180,1,0
3848,seattle,270,1,0
3849,seattle,0,1,0
3849,seattle,90,1,0
3849,seattle,180,1,0
3849,seattle,270,1,0
3850,seattle,0,1,0
3850,seattle,90,1,0
3850,seattle,180,1,0
3850,seattle,270,1,0
3851,seattle,0,1,0
3851,seattle,90,1,0
3851,seattle,180,1,0
3851,seattle,270,1,0
3852,seattle,0,1,0
3852,seattle,90,1,0
3852,seattle,180,1,0
3852,seattle,270,1,0
3853,seattle,0,1,0
3853,seattle,90,1,0
3853,seattle,180,1,0
3853,seattle,270,1,0
3854,seattle,0,1,0
3854,seattle,90,1,0
3854,seattle,180,1,0
3854,seattle,270,1,0
3855,seattle,0,1,0
3855,seattle,90,1,0
3855,seattle,180,1,0
3855,seattle,270,1,0
3856,seattle,0,1,0
3856,seattle,90,1,0
3856,seattle,180,1,0
3856,seattle,270,1,1
3857,seattle,0,1,0
3857,seattle,90,1,0
3857,seattle,180,1,0
3857,seattle,270,1,0
3858,seattle,0,1,0
3858,seattle,90,1,0
3858,seattle,180,1,0
3858,seattle,270,1,0
3859,seattle,0,1,0
3859,seattle,90,1,0
3859,seattle,180,1,0
3859,seattle,270,1,0
3860,seattle,0,1,0
3860,seattle,90,1,0
3860,seattle,180,1,0
3860,seattle,270,1,0
3861,seattle,0,1,0
3861,seattle,90,1,0
3861,seattle,180,1,0
3861,seattle,270,1,0
3862,seattle,0,1,0
3862,seattle,90,1,0
3862,seattle,180,1,0
3862,seattle,270,1,0
3863,seattle,0,1,0
3863,seattle,90,1,0
3863,seattle,180,1,0
3863,seattle,270,1,0
3864,seattle,0,1,0
3864,seattle,90,1,0
3864,seattle,180,1,0
3864,seattle,270,1,0
3865,seattle,0,1,0
3865,seattle,90,1,0
3865,seattle,180,1,0
3865,seattle,270,1,0
3866,seattle,0,1,0
3866,seattle,90,1,0
3866,seattle,180,1,0
3866,seattle,270,1,0
3867,seattle,0,0,0
3867,seattle,90,0,0
3867,seattle,180,0,0
3867,seattle,270,1,0
3868,seattle,0,0,0
3868,seattle,90,1,0
3868,seattle,180,0,0
3868,seattle,270,0,0
3869,seattle,0,1,0
3869,seattle,90,1,1
3869,seattle,180,1,0
3869,seattle,270,1,0
3870,seattle,0,1,1
3870,seattle,90,1,0
3870,seattle,180,1,0
3870,seattle,270,1,1
3871,seattle,0,1,0
3871,seattle,90,1,0
3871,seattle,180,1,0
3871,seattle,270,1,0
3872,seattle,0,1,0
3872,seattle,90,1,0
3872,seattle,180,1,0
3872,seattle,270,1,0
3873,seattle,0,1,0
3873,seattle,90,1,0
3873,seattle,180,1,0
3873,seattle,270,1,0
3874,seattle,0,1,0
3874,seattle,90,1,0
3874,seattle,180,1,0
3874,seattle,270,1,0
3875,seattle,0,1,0
3875,seattle,90,1,0
3875,seattle,180,1,0
3875,seattle,270,1,0
3876,seattle,0,1,0
3876,seattle,90,1,1
3876,seattle,180,1,0
3876,seattle,270,1,0
3877,seattle,0,1,0
3877,seattle,90,1,0
3877,seattle,180,1,0
3877,seattle,270,1,0
3878,seattle,0,1,0
3878,seattle,90,1,0
3878,seattle,180,1,0
3878,seattle,270,1,0
3879,seattle,0,1,0
3879,seattle,90,1,0
3879,seattle,180,1,0
3879,seattle,270,1,0
3880,seattle,0,1,0
3880,seattle,90,1,0
3880,seattle,180,1,0
3880,seattle,270,1,0
3881,seattle,0,1,0
3881,seattle,90,1,0
3881,seattle,180,1,0
3881,seattle,270,1,0
3882,seattle,0,1,0
3882,seattle,90,1,0
3882,seattle,180,1,0
3882,seattle,270,1,0
3883,seattle,0,1,0
3883,seattle,90,1,0
3883,seattle,180,1,0
3883,seattle,270,1,0
3884,seattle,0,1,0
3884,seattle,90,1,0
3884,seattle,180,1,0
3884,seattle,270,1,0
3885,seattle,0,1,0
3885,seattle,90,1,0
3885,seattle,180,1,0
3885,seattle,270,1,0
3886,seattle,0,1,0
3886,seattle,90,1,0
3886,seattle,180,1,0
3886,seattle,270,1,0
3887,seattle,0,1,1
3887,seattle,90,1,1
3887,seattle,180,1,1
3887,seattle,270,1,1
3888,seattle,0,1,0
3888,seattle,90,1,0
3888,seattle,180,1,0
3888,seattle,270,1,0
3889,seattle,0,1,0
3889,seattle,90,1,0
3889,seattle,180,1,0
3889,seattle,270,1,0
3890,seattle,0,1,0
3890,seattle,90,1,0
3890,seattle,180,1,0
3890,seattle,270,1,0
3891,seattle,0,1,0
3891,seattle,90,1,0
3891,seattle,180,1,0
3891,seattle,270,1,0
3892,seattle,0,1,0
3892,seattle,90,1,0
3892,seattle,180,1,0
3892,seattle,270,1,0
3893,seattle,0,1,0
3893,seattle,90,1,0
3893,seattle,180,1,0
3893,seattle,270,1,0
3894,seattle,0,1,0
3894,seattle,90,1,0
3894,seattle,180,1,0
3894,seattle,270,1,0
3895,seattle,0,1,1
3895,seattle,90,1,1
3895,seattle,180,1,1
3895,seattle,270,1,1
3896,seattle,0,1,0
3896,seattle,90,1,0
3896,seattle,180,1,0
3896,seattle,270,1,0
3897,seattle,0,1,0
3897,seattle,90,1,0
3897,seattle,180,1,0
3897,seattle,270,1,0
3898,seattle,0,1,0
3898,seattle,90,1,0
3898,seattle,180,1,0
3898,seattle,270,1,0
3899,seattle,0,0,0
3899,seattle,90,1,0
3899,seattle,180,0,0
3899,seattle,270,0,0
3900,seattle,0,1,0
3900,seattle,90,1,0
3900,seattle,180,1,0
3900,seattle,270,1,0
3901,seattle,0,1,0
3901,seattle,90,1,0
3901,seattle,180,1,0
3901,seattle,270,1,0
3902,seattle,0,1,0
3902,seattle,90,1,0
3902,seattle,180,1,0
3902,seattle,270,1,0
3903,seattle,0,1,0
3903,seattle,90,1,0
3903,seattle,180,1,0
3903,seattle,270,1,0
3904,seattle,0,1,0
3904,seattle,90,1,0
3904,seattle,180,1,0
3904,seattle,270,1,0
3905,seattle,0,1,0
3905,seattle,90,1,0
3905,seattle,180,1,0
3905,seattle,270,1,0
3906,seattle,0,1,0
3906,seattle,90,1,0
3906,seattle,180,1,0
3906,seattle,270,1,0
3907,seattle,0,1,0
3907,seattle,90,1,0
3907,seattle,180,1,0
3907,seattle,270,1,0
3908,seattle,0,0,0
3908,seattle,90,0,0
3908,seattle,180,1,0
3908,seattle,270,1,0
3909,seattle,0,1,0
3909,seattle,90,1,0
3909,seattle,180,1,0
3909,seattle,270,1,0
3910,seattle,0,1,0
3910,seattle,90,1,0
3910,seattle,180,1,0
3910,seattle,270,1,0
3911,seattle,0,1,0
3911,seattle,90,1,0
3911,seattle,180,1,0
3911,seattle,270,1,0
3912,seattle,0,1,0
3912,seattle,90,1,0
3912,seattle,180,1,0
3912,seattle,270,1,0
3913,seattle,0,1,0
3913,seattle,90,1,0
3913,seattle,180,1,0
3913,seattle,270,1,0
3914,seattle,0,1,0
3914,seattle,90,1,0
3914,seattle,180,1,0
3914,seattle,270,1,0
3915,seattle,0,1,0
3915,seattle,90,1,0
3915,seattle,180,1,0
3915,seattle,270,1,0
3916,seattle,0,1,0
3916,seattle,90,1,0
3916,seattle,180,1,0
3916,seattle,270,1,0
3917,seattle,0,1,0
3917,seattle,90,1,0
3917,seattle,180,1,0
3917,seattle,270,1,0
3918,seattle,0,1,0
3918,seattle,90,1,0
3918,seattle,180,1,0
3918,seattle,270,1,0
3919,seattle,0,1,0
3919,seattle,90,1,0
3919,seattle,180,1,0
3919,seattle,270,1,0
3920,seattle,0,1,0
3920,seattle,90,1,0
3920,seattle,180,1,0
