point_id,metro,state,lat,lon,blockgroup_geoid,tract_geoid,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D,LPA_CrudePrev,LPA_Crude95CI,OBESITY_CrudePrev,OBESITY_Crude95CI,TotalPopulation,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m
DC_1502,Washington DC,DC,38.9335528,-77.0722579,110010006003,11001000600,16.833333333333332,10.0,13.0,20.0,19.0,6.982322641117348,17.45580660279337,0.8291920616090265,26.39835201234421,222.8236427304222,26.39835201234421,195.8,29.0,430.706234699,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,53.625,38,233.562
DC_1503,Washington DC,DC,38.9335622,-77.0739009,110010010022,11001001002,17.166666666666664,13.0,12.0,20.0,19.0,18.89848345432012,28.424548284953023,0.7177988565056329,36.82853263079292,447.2261790518421,35.66302542207615,183.73,32.33,377.052243168,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,9,55.438,38,230.812
DC_1504,Washington DC,DC,38.9335638,-77.0651771,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,5,15.0,31,153.875
DC_1505,Washington DC,DC,38.9335675,-77.0664693,110010006003,11001000600,16.833333333333332,10.0,13.0,20.0,19.0,6.982322641117348,17.45580660279337,0.8291920616090265,26.39835201234421,222.8236427304222,26.39835201234421,195.8,29.0,430.706234699,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,4,12.0,36,195.5
DC_1506,Washington DC,DC,38.9345765,-77.0723385,110010006003,11001000600,16.833333333333332,10.0,13.0,20.0,19.0,6.982322641117348,17.45580660279337,0.8291920616090265,26.39835201234421,222.8236427304222,26.39835201234421,195.8,29.0,430.706234699,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,10,81.5,34,210.188
DC_1507,Washington DC,DC,38.9347353,-77.0649333,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,26.188,36,186.688
DC_1508,Washington DC,DC,38.9352097,-77.0740091,110010010022,11001001002,17.166666666666664,13.0,12.0,20.0,19.0,18.89848345432012,28.424548284953023,0.7177988565056329,36.82853263079292,447.2261790518421,35.66302542207615,183.73,32.33,377.052243168,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,8,69.562,38,250.062
DC_1509,Washington DC,DC,38.935337,-77.0755881,110010010022,11001001002,17.166666666666664,13.0,12.0,20.0,19.0,18.89848345432012,28.424548284953023,0.7177988565056329,36.82853263079292,447.2261790518421,35.66302542207615,183.73,32.33,377.052243168,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,6,57.688,35,236.5
DC_1510,Washington DC,DC,38.9353446,-77.0610087,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,10,46.125,35,162.625
DC_1511,Washington DC,DC,38.9353508,-77.0742899,110010010022,11001001002,17.166666666666664,13.0,12.0,20.0,19.0,18.89848345432012,28.424548284953023,0.7177988565056329,36.82853263079292,447.2261790518421,35.66302542207615,183.73,32.33,377.052243168,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,7,66.562,38,250.062
DC_1512,Washington DC,DC,38.9356115,-77.0709744,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,67.812,30,191.75
DC_1513,Washington DC,DC,38.9356321,-77.0593606,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,13,66.312,32,150.062
DC_1514,Washington DC,DC,38.9357357,-77.0609961,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,12,60.125,34,159.625
DC_1515,Washington DC,DC,38.9357632,-77.0642692,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,5,25.188,32,165.938
DC_1516,Washington DC,DC,38.9357888,-77.0611663,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,11,52.375,34,162.688
DC_1517,Washington DC,DC,38.9362303,-77.0685759,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,5,32.188,32,200.0
DC_1518,Washington DC,DC,38.9363571,-77.0728238,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,10,101.688,29,212.125
DC_1519,Washington DC,DC,38.9363603,-77.0714233,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,67.812,31,205.562
DC_1520,Washington DC,DC,38.936361,-77.0685566,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,5,32.188,32,203.062
DC_1521,Washington DC,DC,38.9364288,-77.0591755,110010006002,11001000600,15.833333333333332,16.0,19.0,14.0,16.0,4.793628063201978,9.23018885912634,0.8428532620800486,18.27528585971412,101.71636174545488,17.283543263700768,489.51,68.67,387.918613854,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,15,77.438,28,143.188
DC_1522,Washington DC,DC,38.9366694,-77.0738085,110010010022,11001001002,17.166666666666664,13.0,12.0,20.0,19.0,18.89848345432012,28.424548284953023,0.7177988565056329,36.82853263079292,447.2261790518421,35.66302542207615,183.73,32.33,377.052243168,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,8,91.562,27,191.188
DC_1523,Washington DC,DC,38.936775,-77.0611505,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,11,55.062,31,156.0
DC_1524,Washington DC,DC,38.9369719,-77.0591534,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,14,73.875,26,136.875
DC_1525,Washington DC,DC,38.9370499,-77.0587418,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,13,68.812,25,133.875
DC_1526,Washington DC,DC,38.9370721,-77.0582712,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,14,79.25,26,137.188
DC_1527,Washington DC,DC,38.9371741,-77.0738934,110010010022,11001001002,17.166666666666664,13.0,12.0,20.0,19.0,18.89848345432012,28.424548284953023,0.7177988565056329,36.82853263079292,447.2261790518421,35.66302542207615,183.73,32.33,377.052243168,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,8,91.562,31,226.938
DC_1528,Washington DC,DC,38.937274,-77.0724974,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,10,101.688,31,215.125
DC_1529,Washington DC,DC,38.937388,-77.0721803,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,10,101.688,31,217.25
DC_1530,Washington DC,DC,38.9373935,-77.0707812,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,9,72.875,26,192.812
DC_1531,Washington DC,DC,38.9373975,-77.0736924,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,91.562,31,226.938
DC_1532,Washington DC,DC,38.937399,-77.0668676,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,30.312,36,219.0
DC_1533,Washington DC,DC,38.9374008,-77.0660628,110010006001,11001000600,11.833333333333334,3.0,4.0,14.0,18.0,19.611600275631613,36.71899334246665,0.9480782435939054,21.162541986604527,100.47004638815096,19.18874368658821,303.09,66.0,795.468217565,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,30.312,32,187.188
DC_1534,Washington DC,DC,38.9374107,-77.0662645,110010006001,11001000600,11.833333333333334,3.0,4.0,14.0,18.0,19.611600275631613,36.71899334246665,0.9480782435939054,21.162541986604527,100.47004638815096,19.18874368658821,303.09,66.0,795.468217565,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,30.312,34,207.125
DC_1535,Washington DC,DC,38.9378059,-77.0596452,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,14,76.75,26,138.938
DC_1536,Washington DC,DC,38.9380989,-77.0709619,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,77.875,26,204.375
DC_1537,Washington DC,DC,38.9381017,-77.0740888,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,67.75,28,218.062
DC_1538,Washington DC,DC,38.9381252,-77.0601585,110010006001,11001000600,11.833333333333334,3.0,4.0,14.0,18.0,19.611600275631613,36.71899334246665,0.9480782435939054,21.162541986604527,100.47004638815096,19.18874368658821,303.09,66.0,795.468217565,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,13,67.375,27,144.062
DC_1539,Washington DC,DC,38.9382141,-77.068567,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,4,20.25,35,240.375
DC_1540,Washington DC,DC,38.9382171,-77.0712895,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,77.875,26,204.375
DC_1541,Washington DC,DC,38.9382246,-77.0741544,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,67.75,28,218.062
DC_1542,Washington DC,DC,38.9382654,-77.0602368,110010006001,11001000600,11.833333333333334,3.0,4.0,14.0,18.0,19.611600275631613,36.71899334246665,0.9480782435939054,21.162541986604527,100.47004638815096,19.18874368658821,303.09,66.0,795.468217565,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,13,67.375,27,144.062
DC_1543,Washington DC,DC,38.9385529,-77.0600781,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,13,67.375,28,148.125
DC_1544,Washington DC,DC,38.939031,-77.0687143,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,4,20.25,29,215.375
DC_1545,Washington DC,DC,38.9391458,-77.0604217,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,12,63.812,28,148.125
DC_1546,Washington DC,DC,38.9394823,-77.075466,110010010023,11001001002,13.666666666666668,14.0,8.0,12.0,18.0,7.371161336429584,15.665981710102187,0.5648344914027928,11.604168708595555,78.21472127466654,11.38634557500528,288.34,96.33,728.879181618,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,8,101.625,31,251.625
DC_1547,Washington DC,DC,38.9394852,-77.0606183,110010013022,11001001302,13.166666666666668,7.0,20.0,10.0,16.0,27.305911160706444,40.31811431310085,0.8984297396673039,12.654119057169597,53.29579083038574,9.934062192435706,460.0,68.67,261.341185113,,,,,,11,60.438,28,148.125
DC_1548,Washington DC,DC,38.9395722,-77.0748961,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,8,101.625,26,216.562
DC_1549,Washington DC,DC,38.9395739,-77.0752133,110010010023,11001001002,13.666666666666668,14.0,8.0,12.0,18.0,7.371161336429584,15.665981710102187,0.5648344914027928,11.604168708595555,78.21472127466654,11.38634557500528,288.34,96.33,728.879181618,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,8,101.625,29,243.188
DC_1550,Washington DC,DC,38.9400147,-77.0754598,110010010023,11001001002,13.666666666666668,14.0,8.0,12.0,18.0,7.371161336429584,15.665981710102187,0.5648344914027928,11.604168708595555,78.21472127466654,11.38634557500528,288.34,96.33,728.879181618,9.5,"( 7.5, 12.0)",18.8,"(14.6, 23.9)",3643.0,9,102.25,29,252.375
DC_1551,Washington DC,DC,38.9401043,-77.069733,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,4,11.375,29,233.188
DC_1552,Washington DC,DC,38.9405323,-77.0721638,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,9,102.25,19,182.062
DC_1553,Washington DC,DC,38.9405588,-77.0649979,110010012004,11001001200,16.333333333333332,13.0,9.0,18.0,20.0,4.066994583462913,10.351781912132177,0.5543095975897719,23.21339058261133,162.30724304963093,21.230969690333005,134.11,96.0,383.073026005,9.5,"( 7.4, 11.9)",19.0,"(14.7, 24.0)",5371.0,9,50.25,26,118.438
DC_1554,Washington DC,DC,38.9408322,-77.0610061,110010013023,11001001302,13.166666666666668,15.0,10.0,10.0,17.0,3.813998128561401,5.278794511269766,0.7168787295733328,17.32020670884298,56.58860291543124,12.210025534604029,363.44,62.67,322.283510061,,,,,,7,42.375,27,130.375
DC_1555,Washington DC,DC,38.9413159,-77.0723367,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,6,69.0,25,229.375
DC_1556,Washington DC,DC,38.9419571,-77.0614338,110010013023,11001001302,13.166666666666668,15.0,10.0,10.0,17.0,3.813998128561401,5.278794511269766,0.7168787295733328,17.32020670884298,56.58860291543124,12.210025534604029,363.44,62.67,322.283510061,,,,,,8,43.25,25,113.375
DC_1557,Washington DC,DC,38.9419669,-77.0623878,110010012004,11001001200,16.333333333333332,13.0,9.0,18.0,20.0,4.066994583462913,10.351781912132177,0.5543095975897719,23.21339058261133,162.30724304963093,21.230969690333005,134.11,96.0,383.073026005,9.5,"( 7.4, 11.9)",19.0,"(14.7, 24.0)",5371.0,9,47.312,27,121.812
DC_1558,Washington DC,DC,38.9421326,-77.0621604,110010013023,11001001302,13.166666666666668,15.0,10.0,10.0,17.0,3.813998128561401,5.278794511269766,0.7168787295733328,17.32020670884298,56.58860291543124,12.210025534604029,363.44,62.67,322.283510061,,,,,,9,47.312,27,121.812
DC_1559,Washington DC,DC,38.9421468,-77.0725078,110010006004,11001000600,17.166666666666668,15.0,14.0,17.0,20.0,5.369473469431587,13.335947178980414,0.778002838037201,24.93000556578354,140.77989549225322,24.14547611741441,142.16,81.67,355.486320528,9.6,"( 7.5, 12.2)",18.4,"(14.3, 23.4)",4676.0,7,69.625,26,220.562
DC_1560,Washington DC,DC,38.9422873,-77.0759848,110010012004,11001001200,16.333333333333332,13.0,9.0,18.0,20.0,4.066994583462913,10.351781912132177,0.5543095975897719,23.21339058261133,162.30724304963093,21.230969690333005,134.11,96.0,383.073026005,9.5,"( 7.4, 11.9)",19.0,"(14.7, 24.0)",5371.0,7,102.875,27,262.875
DC_1561,Washington DC,DC,38.9423011,-77.0723419,110010012004,11001001200,16.333333333333332,13.0,9.0,18.0,20.0,4.066994583462913,10.351781912132177,0.5543095975897719,23.21339058261133,162.30724304963093,21.230969690333005,134.11,96.0,383.073026005,9.5,"( 7.4, 11.9)",19.0,"(14.7, 24.0)",5371.0,6,52.688,27,221.625
DC_1562,Washington DC,DC,38.9252817,-77.0512123,110010005011,11001000501,18.33333333333333,18.0,16.0,19.0,19.0,5.415298865899015,8.170096423302867,0.7554956028423422,28.051480643749027,197.7622035969979,24.77860661692152,170.32,89.33,370.482712174,8.6,"( 6.7, 11.0)",18.5,"(14.3, 23.6)",3829.0,12,67.0,30,156.25
DC_1563,Washington DC,DC,38.92548,-77.0384407,110010039001,11001003900,14.5,2.0,7.0,20.0,19.0,88.47126116562539,142.50092957947007,0.5417718822976942,40.2827266255802,322.15728028206377,27.473367894308826,195.8,68.33,3883.04938467,,,,,,14,119.5,49,363.188
DC_1564,Washington DC,DC,38.9257806,-77.0390591,110010039001,11001003900,14.5,2.0,7.0,20.0,19.0,88.47126116562539,142.50092957947007,0.5417718822976942,40.2827266255802,322.15728028206377,27.473367894308826,195.8,68.33,3883.04938467,,,,,,14,119.5,49,362.188
DC_1565,Washington DC,DC,38.9259201,-77.0373073,110010038003,11001003800,16.666666666666664,16.0,18.0,15.0,18.0,31.699188866968225,43.53650834596195,0.8969485424536389,24.950769788204884,104.04782149386068,9.568290026853552,245.42,77.33,2194.16908539,,,,,,14,119.5,51,385.875
DC_1566,Washington DC,DC,38.9259562,-77.0563757,110010005012,11001000501,14.333333333333332,10.0,2.0,19.0,18.0,28.95415307748277,48.57632012711498,0.2049620595972231,21.733562657559272,188.54312630939324,21.017709330323857,304.43,89.33,731.998673268,8.6,"( 6.7, 11.0)",18.5,"(14.3, 23.6)",3829.0,12,47.375,27,107.188
DC_1567,Washington DC,DC,38.9259614,-77.0554122,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,14,60.062,26,113.812
DC_1568,Washington DC,DC,38.9259955,-77.0395634,110010039003,11001003900,17.666666666666668,14.0,18.0,18.0,19.0,38.77931380844435,64.84763031300972,0.8148367929656656,22.24671607432826,172.42144681763435,22.21882164779181,211.9,72.0,2481.87608374,,,,,,15,118.938,50,366.375
DC_1569,Washington DC,DC,38.9261054,-77.0443094,110010039002,11001003900,14.166666666666668,3.0,10.0,19.0,17.0,11.451050272026295,17.325566768456145,0.8549379685078972,31.083630957685845,201.60981434478697,29.66036793964477,367.47,101.67,1254.44735768,,,,,,8,47.562,46,332.0
DC_1570,Washington DC,DC,38.9263675,-77.0554123,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,14,53.938,27,111.188
DC_1571,Washington DC,DC,38.9266201,-77.0534655,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,12,54.688,26,113.812
DC_1572,Washington DC,DC,38.9268007,-77.0371689,110010039001,11001003900,14.5,2.0,7.0,20.0,19.0,88.47126116562539,142.50092957947007,0.5417718822976942,40.2827266255802,322.15728028206377,27.473367894308826,195.8,68.33,3883.04938467,,,,,,15,123.125,50,366.875
DC_1573,Washington DC,DC,38.9268588,-77.037596,110010039001,11001003900,14.5,2.0,7.0,20.0,19.0,88.47126116562539,142.50092957947007,0.5417718822976942,40.2827266255802,322.15728028206377,27.473367894308826,195.8,68.33,3883.04938467,,,,,,14,114.75,51,376.125
DC_1574,Washington DC,DC,38.9269484,-77.0377276,110010039001,11001003900,14.5,2.0,7.0,20.0,19.0,88.47126116562539,142.50092957947007,0.5417718822976942,40.2827266255802,322.15728028206377,27.473367894308826,195.8,68.33,3883.04938467,,,,,,14,114.75,49,356.625
DC_1575,Washington DC,DC,38.9272607,-77.0400376,110010027022,11001002702,13.0,8.0,4.0,14.0,19.0,25.66502949122267,69.08839899284652,0.364572226843369,21.87828385335329,98.48956266860156,16.49404139647201,173.0,139.33,1871.08682392,11.4,"( 8.9, 14.2)",20.5,"(15.9, 26.0)",5825.0,15,114.25,52,368.812
DC_1576,Washington DC,DC,38.9272624,-77.0544286,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,12,48.312,28,120.75
DC_1577,Washington DC,DC,38.9273273,-77.0577379,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,10,31.688,28,111.188
DC_1578,Washington DC,DC,38.9275467,-77.0428095,110010039002,11001003900,14.166666666666668,3.0,10.0,19.0,17.0,11.451050272026295,17.325566768456145,0.8549379685078972,31.083630957685845,201.60981434478697,29.66036793964477,367.47,101.67,1254.44735768,,,,,,4,20.0,40,282.75
DC_1579,Washington DC,DC,38.9278633,-77.0526141,110010005011,11001000501,18.33333333333333,18.0,16.0,19.0,19.0,5.415298865899015,8.170096423302867,0.7554956028423422,28.051480643749027,197.7622035969979,24.77860661692152,170.32,89.33,370.482712174,8.6,"( 6.7, 11.0)",18.5,"(14.3, 23.6)",3829.0,7,23.938,33,145.75
DC_1580,Washington DC,DC,38.9280501,-77.0563631,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,12,38.875,27,108.312
DC_1581,Washington DC,DC,38.9281498,-77.0433757,110010027022,11001002702,13.0,8.0,4.0,14.0,19.0,25.66502949122267,69.08839899284652,0.364572226843369,21.87828385335329,98.48956266860156,16.49404139647201,173.0,139.33,1871.08682392,11.4,"( 8.9, 14.2)",20.5,"(15.9, 26.0)",5825.0,4,20.0,38,262.938
DC_1582,Washington DC,DC,38.9282061,-77.0565168,110010005021,11001000502,13.5,9.0,6.0,13.0,20.0,8.873608829495117,18.54574263802241,0.6012258417669852,22.53623094859173,89.46673865076559,20.25350084358529,140.82,80.33,513.164092525,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,12,38.562,28,116.062
DC_1583,Washington DC,DC,38.928429,-77.0554156,110010005022,11001000502,15.5,11.0,12.0,17.0,18.0,23.749869294661305,40.880036681254325,0.7235970307891971,21.37609608698342,132.42598322519473,14.592256594912245,258.84,45.67,671.838997322,9.3,"( 7.3, 11.7)",18.6,"(14.4, 23.7)",3418.0,11,35.875,29,123.75
